Car_ID,Car_Model,Model_Year,Car_Age,Mileage_KM,Fuel_Type,Region,Components,Health_Score,Conditions,Failure_Type,Failure_Date,Maintenance_Type,Maintenance_Cost,Downtime_Hours,Service_Center,Car_Status
CAR-1345,Hatchback,2019,7,120001,Diesel,West,Battery,60,Warning,Battery Failure,5/13/2024,Preventive,201.37,2,Center Beta,Healthy
CAR-1115,Compact,2020,6,86575,Diesel,Central,Battery,46,Warning,Battery Failure,12/14/2024,Corrective,308.74,6,Center Beta,Healthy
CAR-1421,Compact,2019,7,108006,Diesel,West,Battery,51,Warning,Battery Failure,12/3/2025,Corrective,307.01,23,Center Beta,Healthy
CAR-1145,City,2024,2,28444,Electric,North,Headlight,51,Warning,Lighting Failure,7/5/2023,Preventive,92.46,2,Center Alpha,Healthy
CAR-1488,Hatchback,2022,4,40991,Diesel,Central,Tyre,39,Critical,Tyre Damage,6/21/2024,Emergency,422.46,70,Center Gamma,Under Maintenance
CAR-1345,Hatchback,2019,7,127746,Diesel,West,Engine,25,Critical,Wear,4/1/2024,Emergency,2556.1,30,Center Gamma,Under Maintenance
CAR-1213,City,2018,8,93396,Petrol,South,Transmission,45,Warning,Transmission Fault,10/20/2024,Preventive,958.74,2,Center Gamma,Healthy
CAR-1462,Hatchback,2022,4,44659,Diesel,West,Engine,59,Warning,Mechanical Failure,6/13/2023,Corrective,1213.44,11,Center Beta,Healthy
CAR-1014,Compact,2019,7,119446,Petrol,Central,Cooling System,10,Critical,Overheating,11/28/2024,Emergency,612.11,66,Center Alpha,Under Maintenance
CAR-1332,Hatchback,2023,3,39775,Diesel,West,Headlight,64,Warning,Lighting Failure,1/9/2025,Corrective,151.31,13,Center Epsilon,Healthy
CAR-1198,Sedan,2019,7,115697,Electric,North,Cooling System,13,Critical,Overheating,8/19/2024,Emergency,741.42,56,Center Gamma,Under Maintenance
CAR-1476,Crossover,2022,4,44196,Electric,East,Headlight,67,Warning,Lighting Failure,5/11/2023,Corrective,161.61,22,Center Beta,Healthy
CAR-1104,City,2021,5,58076,Electric,North,Battery,44,Critical,Battery Failure,11/11/2024,Emergency,451.06,20,Center Epsilon,Needs Inspection
CAR-1268,Crossover,2021,5,83978,Diesel,East,Battery,44,Critical,Battery Failure,7/12/2025,Emergency,481.31,27,Center Delta,Under Maintenance
CAR-1402,City,2024,2,20326,Electric,West,Transmission,90,Healthy,No Failure,12/11/2023,Preventive,1126.53,1,Center Delta,Healthy
CAR-1175,Compact,2023,3,49621,Hybrid,Central,Engine,79,Healthy,No Failure,2/3/2024,Preventive,776.2,1,Center Delta,Healthy
CAR-1323,Premium Sedan,2022,4,63454,Petrol,East,Cooling System,59,Warning,Overheating,1/15/2024,Preventive,248.64,3,Center Delta,Healthy
CAR-1420,Crossover,2021,5,87323,Electric,North,Headlight,65,Warning,Lighting Failure,6/28/2024,Corrective,174.77,12,Center Epsilon,Healthy
CAR-1410,Sedan,2018,8,127907,Diesel,South,Brake,18,Critical,Brake Wear,5/11/2024,Emergency,787.48,69,Center Alpha,Under Maintenance
CAR-1282,Hatchback,2018,8,125799,Electric,West,Transmission,27,Critical,Transmission Fault,1/5/2025,Corrective,1231.04,19,Center Delta,Needs Inspection
CAR-1353,Crossover,2018,8,127976,Petrol,East,Suspension,37,Critical,Suspension Failure,2/13/2024,Corrective,649.15,14,Center Beta,Needs Inspection
CAR-1167,Premium Sedan,2018,8,110961,Diesel,North,Engine,42,Critical,Mechanical Failure,2/21/2024,Emergency,1823.68,41,Center Alpha,Under Maintenance
CAR-1213,City,2018,8,103309,Petrol,South,Headlight,15,Critical,Lighting Failure,4/26/2024,Emergency,274.03,19,Center Alpha,Needs Inspection
CAR-1207,Premium Sedan,2023,3,45449,Diesel,Central,Battery,73,Warning,Battery Failure,8/28/2025,Corrective,283.93,22,Center Alpha,Healthy
CAR-1285,City,2022,4,51740,Petrol,North,Transmission,84,Healthy,No Failure,3/16/2025,Preventive,1070.66,2,Center Gamma,Healthy
CAR-1413,Compact,2023,3,50100,Diesel,South,Headlight,65,Warning,Lighting Failure,4/11/2025,Preventive,90,2,Center Delta,Healthy
CAR-1475,Hatchback,2019,7,101146,Hybrid,North,Headlight,30,Critical,Lighting Failure,4/11/2023,Emergency,300.98,56,Center Alpha,Under Maintenance
CAR-1350,City,2023,3,57146,Diesel,West,Transmission,54,Warning,Transmission Fault,1/18/2024,Preventive,962.39,2,Center Beta,Healthy
CAR-1126,Crossover,2022,4,42343,Petrol,North,Cooling System,73,Warning,Overheating,9/24/2025,Preventive,305.9,3,Center Epsilon,Healthy
CAR-1288,Sedan,2021,5,53216,Petrol,West,Cooling System,63,Warning,Overheating,7/18/2025,Corrective,405.49,21,Center Gamma,Healthy
CAR-1379,Sedan,2023,3,56116,Hybrid,North,Cooling System,65,Warning,Overheating,9/23/2025,Preventive,357,2,Center Epsilon,Healthy
CAR-1410,Sedan,2018,8,108700,Diesel,South,Engine,34,Critical,Mechanical Failure,7/21/2024,Emergency,1716.53,51,Center Gamma,Under Maintenance
CAR-1486,Crossover,2020,6,88828,Hybrid,Central,Engine,57,Warning,Overheating,8/18/2024,Corrective,1617.06,13,Center Gamma,Healthy
CAR-1241,Sedan,2021,5,47547,Diesel,South,Headlight,41,Critical,Lighting Failure,1/9/2024,Corrective,179.51,20,Center Delta,Needs Inspection
CAR-1486,Crossover,2020,6,66683,Hybrid,Central,Engine,56,Warning,Overheating,8/24/2023,Preventive,794.84,3,Center Epsilon,Healthy
CAR-1392,Crossover,2020,6,79342,Diesel,Central,Engine,40,Critical,Mechanical Failure,12/31/2024,Emergency,1817.14,57,Center Gamma,Under Maintenance
CAR-1336,Sedan,2024,2,16133,Hybrid,South,Transmission,79,Healthy,No Failure,9/4/2025,Preventive,986.66,2,Center Delta,Healthy
CAR-1337,Compact,2022,4,40704,Petrol,East,Engine,66,Warning,Mechanical Failure,7/8/2023,Preventive,944.91,1,Center Delta,Healthy
CAR-1290,Crossover,2022,4,56339,Petrol,Central,Suspension,34,Critical,Suspension Failure,4/25/2023,Corrective,909.23,11,Center Alpha,Needs Inspection
CAR-1464,Compact,2022,4,48451,Hybrid,North,Battery,62,Warning,Battery Failure,5/27/2023,Preventive,206.43,2,Center Beta,Healthy
CAR-1126,Crossover,2022,4,61710,Petrol,North,Engine,75,Healthy,No Failure,12/8/2025,Preventive,831.22,3,Center Gamma,Healthy
CAR-1092,Compact,2021,5,76891,Petrol,South,Cooling System,52,Warning,Overheating,1/13/2024,Corrective,552.81,18,Center Alpha,Healthy
CAR-1170,Premium Sedan,2019,7,103598,Petrol,West,Battery,35,Critical,Battery Failure,1/6/2024,Emergency,506.53,21,Center Beta,Needs Inspection
CAR-1353,Crossover,2018,8,130499,Petrol,East,Suspension,10,Critical,Suspension Failure,5/28/2023,Emergency,1243.34,62,Center Epsilon,Under Maintenance
CAR-1479,Premium Sedan,2019,7,92515,Petrol,South,Battery,25,Critical,Battery Failure,5/18/2023,Corrective,336.84,9,Center Beta,Needs Inspection
CAR-1281,Hatchback,2024,2,34455,Diesel,West,Tyre,57,Warning,Tyre Damage,1/8/2023,Corrective,278.48,11,Center Alpha,Healthy
CAR-1226,Compact,2023,3,39489,Petrol,North,Engine,78,Healthy,No Failure,10/10/2025,Preventive,979.15,3,Center Delta,Healthy
CAR-1162,Hatchback,2023,3,43968,Hybrid,Central,Battery,92,Healthy,No Failure,6/27/2024,Preventive,212.8,3,Center Gamma,Healthy
CAR-1007,Sedan,2023,3,35577,Petrol,West,Headlight,61,Warning,Lighting Failure,7/8/2024,Corrective,131.46,10,Center Beta,Healthy
CAR-1012,Crossover,2024,2,20060,Hybrid,Central,Headlight,76,Healthy,No Failure,11/12/2025,Preventive,91.2,2,Center Delta,Healthy
CAR-1442,Crossover,2024,2,37537,Diesel,West,Tyre,86,Healthy,No Failure,5/31/2025,Preventive,159.33,3,Center Epsilon,Healthy
CAR-1373,Sedan,2021,5,53868,Electric,North,Suspension,100,Healthy,No Failure,12/1/2024,Preventive,505.36,2,Center Delta,Healthy
CAR-1370,Hatchback,2020,6,58651,Petrol,West,Tyre,61,Warning,Tyre Damage,8/19/2025,Corrective,238.81,17,Center Epsilon,Healthy
CAR-1248,Sedan,2018,8,114849,Petrol,Central,Transmission,24,Critical,Transmission Fault,10/20/2023,Emergency,2133.35,54,Center Epsilon,Under Maintenance
CAR-1409,Premium Sedan,2023,3,31958,Petrol,North,Brake,80,Healthy,No Failure,6/15/2023,Preventive,258.72,2,Center Epsilon,Healthy
CAR-1429,Sedan,2023,3,28749,Petrol,West,Headlight,69,Warning,Lighting Failure,9/11/2024,Corrective,151.19,15,Center Alpha,Healthy
CAR-1315,Premium Sedan,2022,4,44372,Diesel,Central,Headlight,43,Critical,Lighting Failure,11/11/2024,Emergency,305.61,27,Center Beta,Under Maintenance
CAR-1292,Premium Sedan,2020,6,103336,Petrol,West,Transmission,53,Warning,Transmission Fault,8/16/2025,Corrective,1726.36,9,Center Beta,Healthy
CAR-1184,City,2018,8,136896,Electric,East,Tyre,18,Critical,Tyre Damage,6/4/2025,Emergency,453.11,63,Center Delta,Under Maintenance
CAR-1400,Premium Sedan,2019,7,62685,Petrol,South,Headlight,49,Warning,Lighting Failure,9/29/2024,Corrective,144.65,10,Center Alpha,Healthy
CAR-1055,Hatchback,2018,8,141098,Diesel,South,Brake,30,Critical,Brake Wear,12/14/2024,Emergency,755.97,55,Center Gamma,Under Maintenance
CAR-1128,Sedan,2020,6,97732,Diesel,West,Brake,55,Warning,Brake Wear,7/16/2023,Corrective,340.3,19,Center Gamma,Healthy
CAR-1268,Crossover,2021,5,60672,Diesel,East,Cooling System,53,Warning,Overheating,4/23/2024,Preventive,363.77,1,Center Delta,Healthy
CAR-1153,Hatchback,2019,7,99034,Diesel,North,Engine,47,Warning,Overheating,10/15/2025,Preventive,888.22,2,Center Epsilon,Healthy
CAR-1303,City,2019,7,115827,Diesel,Central,Transmission,44,Critical,Transmission Fault,1/3/2025,Emergency,2018.85,22,Center Beta,Needs Inspection
CAR-1069,Crossover,2019,7,84380,Petrol,Central,Tyre,30,Critical,Tyre Damage,10/28/2025,Emergency,425.91,29,Center Gamma,Under Maintenance
CAR-1272,Compact,2021,5,48181,Petrol,West,Brake,24,Critical,Brake Wear,11/9/2023,Emergency,635.73,47,Center Epsilon,Under Maintenance
CAR-1154,Premium Sedan,2024,2,26121,Diesel,Central,Transmission,64,Warning,Transmission Fault,2/13/2023,Preventive,1153.58,2,Center Epsilon,Healthy
CAR-1412,Compact,2021,5,81852,Hybrid,South,Engine,47,Warning,Wear,3/13/2023,Preventive,742.59,1,Center Epsilon,Healthy
CAR-1294,City,2023,3,48427,Petrol,South,Tyre,92,Healthy,No Failure,2/2/2024,Preventive,193.02,1,Center Alpha,Healthy
CAR-1410,Sedan,2018,8,112290,Diesel,South,Battery,48,Warning,Battery Failure,3/23/2025,Corrective,316.73,18,Center Delta,Healthy
CAR-1296,Crossover,2020,6,78053,Electric,South,Brake,56,Warning,Brake Wear,7/27/2025,Corrective,358.71,17,Center Alpha,Healthy
CAR-1437,Hatchback,2020,6,80180,Diesel,North,Brake,23,Critical,Brake Wear,5/31/2024,Emergency,578.19,19,Center Alpha,Needs Inspection
CAR-1014,Compact,2019,7,114978,Petrol,Central,Brake,51,Warning,Brake Wear,10/23/2023,Corrective,320.86,23,Center Epsilon,Healthy
CAR-1195,Sedan,2024,2,19104,Petrol,North,Engine,100,Healthy,No Failure,7/17/2024,Preventive,896.76,2,Center Beta,Healthy
CAR-1232,Sedan,2022,4,41340,Diesel,East,Tyre,66,Warning,Tyre Damage,12/4/2023,Preventive,176.36,1,Center Delta,Healthy
CAR-1305,Compact,2022,4,68049,Diesel,Central,Battery,75,Healthy,No Failure,5/21/2025,Preventive,186.88,1,Center Beta,Healthy
CAR-1029,Sedan,2020,6,63993,Electric,North,Tyre,42,Critical,Tyre Damage,6/9/2023,Corrective,263.57,21,Center Delta,Needs Inspection
CAR-1054,Compact,2024,2,26379,Hybrid,Central,Transmission,100,Healthy,No Failure,11/10/2024,Preventive,790.75,2,Center Alpha,Healthy
CAR-1004,Hatchback,2024,2,21885,Electric,East,Brake,89,Healthy,No Failure,2/8/2024,Preventive,226.83,2,Center Delta,Healthy
CAR-1255,Sedan,2023,3,42450,Diesel,Central,Tyre,68,Warning,Tyre Damage,2/19/2025,Corrective,227.18,8,Center Alpha,Healthy
CAR-1186,Hatchback,2021,5,82763,Petrol,North,Brake,68,Warning,Brake Wear,6/26/2023,Preventive,230.78,2,Center Gamma,Healthy
CAR-1433,Hatchback,2023,3,45092,Petrol,North,Tyre,73,Warning,Tyre Damage,4/6/2023,Corrective,302.81,11,Center Alpha,Healthy
CAR-1264,Premium Sedan,2021,5,52882,Diesel,East,Suspension,71,Warning,Suspension Failure,6/2/2025,Corrective,783.04,21,Center Gamma,Healthy
CAR-1316,City,2019,7,99387,Electric,North,Cooling System,43,Critical,Overheating,12/14/2023,Emergency,608.75,21,Center Gamma,Needs Inspection
CAR-1097,Hatchback,2018,8,101670,Hybrid,East,Engine,28,Critical,Overheating,10/9/2023,Corrective,1294.45,17,Center Beta,Needs Inspection
CAR-1231,Premium Sedan,2022,4,68447,Petrol,West,Tyre,68,Warning,Tyre Damage,11/19/2025,Preventive,122.75,3,Center Delta,Healthy
CAR-1166,Crossover,2019,7,96919,Petrol,West,Battery,11,Critical,Battery Failure,9/23/2023,Emergency,462.68,57,Center Delta,Under Maintenance
CAR-1258,Premium Sedan,2024,2,15679,Petrol,South,Cooling System,100,Healthy,No Failure,3/13/2024,Preventive,363.03,3,Center Delta,Healthy
CAR-1100,Hatchback,2023,3,45540,Hybrid,Central,Suspension,56,Warning,Suspension Failure,3/10/2024,Corrective,732.29,12,Center Gamma,Healthy
CAR-1091,Hatchback,2022,4,73895,Electric,East,Battery,49,Warning,Battery Failure,9/6/2025,Corrective,327.44,14,Center Delta,Healthy
CAR-1387,Compact,2022,4,45466,Diesel,East,Battery,85,Healthy,No Failure,6/1/2023,Preventive,169.23,3,Center Beta,Healthy
CAR-1037,Sedan,2021,5,62894,Petrol,East,Brake,64,Warning,Brake Wear,1/9/2024,Preventive,287.16,1,Center Gamma,Healthy
CAR-1015,Premium Sedan,2020,6,109115,Petrol,West,Suspension,46,Warning,Suspension Failure,9/4/2025,Preventive,362.14,1,Center Beta,Healthy
CAR-1130,Sedan,2018,8,122264,Electric,Central,Headlight,29,Critical,Lighting Failure,4/2/2025,Corrective,156.72,15,Center Delta,Needs Inspection
CAR-1432,City,2022,4,36963,Petrol,North,Cooling System,77,Healthy,No Failure,9/30/2023,Preventive,363.81,1,Center Beta,Healthy
CAR-1167,Premium Sedan,2018,8,101561,Diesel,North,Suspension,12,Critical,Suspension Failure,3/9/2023,Emergency,1281.29,27,Center Delta,Under Maintenance
CAR-1270,Sedan,2019,7,110587,Hybrid,Central,Engine,33,Critical,Overheating,11/1/2023,Emergency,2018.95,43,Center Alpha,Under Maintenance
CAR-1107,Sedan,2022,4,44853,Electric,South,Suspension,71,Warning,Suspension Failure,2/1/2024,Preventive,467.77,2,Center Delta,Healthy
CAR-1494,Hatchback,2020,6,51511,Diesel,East,Battery,57,Warning,Battery Failure,9/1/2023,Corrective,325.18,18,Center Alpha,Healthy
CAR-1260,City,2020,6,65186,Diesel,East,Tyre,35,Critical,Tyre Damage,3/23/2023,Emergency,315.88,51,Center Beta,Under Maintenance
CAR-1043,Sedan,2021,5,59208,Petrol,East,Headlight,56,Warning,Lighting Failure,11/29/2023,Corrective,186.2,21,Center Gamma,Healthy
CAR-1046,Compact,2021,5,68064,Petrol,East,Headlight,15,Critical,Lighting Failure,10/3/2024,Corrective,188.43,8,Center Gamma,Needs Inspection
CAR-1408,Crossover,2018,8,140141,Diesel,South,Battery,48,Warning,Battery Failure,6/20/2025,Corrective,320.5,13,Center Delta,Healthy
CAR-1464,Compact,2022,4,45195,Hybrid,North,Brake,70,Warning,Brake Wear,1/29/2024,Corrective,428.56,20,Center Epsilon,Healthy
CAR-1147,Hatchback,2022,4,64942,Diesel,West,Suspension,68,Warning,Suspension Failure,2/26/2023,Corrective,580.99,14,Center Epsilon,Healthy
CAR-1304,Hatchback,2020,6,72450,Electric,South,Transmission,36,Critical,Transmission Fault,5/3/2024,Emergency,2425.13,46,Center Alpha,Under Maintenance
CAR-1333,Sedan,2021,5,67157,Electric,West,Tyre,64,Warning,Tyre Damage,3/27/2024,Corrective,276,23,Center Beta,Healthy
CAR-1223,City,2018,8,108974,Hybrid,East,Cooling System,21,Critical,Overheating,1/30/2024,Corrective,472.08,16,Center Alpha,Needs Inspection
CAR-1290,Crossover,2022,4,48478,Petrol,Central,Engine,63,Warning,Overheating,4/9/2024,Corrective,1338.94,7,Center Gamma,Healthy
CAR-1086,City,2019,7,112508,Petrol,West,Transmission,35,Critical,Transmission Fault,11/14/2025,Corrective,1378.95,17,Center Delta,Needs Inspection
CAR-1049,Premium Sedan,2019,7,118576,Electric,North,Brake,24,Critical,Brake Wear,1/2/2023,Corrective,370.45,14,Center Epsilon,Needs Inspection
CAR-1105,Premium Sedan,2018,8,119454,Electric,East,Cooling System,28,Critical,Overheating,12/26/2024,Emergency,959.08,27,Center Alpha,Under Maintenance
CAR-1127,Sedan,2022,4,33869,Diesel,West,Brake,73,Warning,Brake Wear,8/17/2024,Corrective,350.52,14,Center Epsilon,Healthy
CAR-1283,Sedan,2018,8,104770,Hybrid,West,Tyre,17,Critical,Tyre Damage,3/18/2025,Emergency,354.55,30,Center Delta,Under Maintenance
CAR-1177,City,2022,4,62951,Petrol,South,Engine,65,Warning,Wear,3/17/2023,Preventive,998.7,3,Center Beta,Healthy
CAR-1286,Sedan,2021,5,52354,Electric,East,Tyre,59,Warning,Tyre Damage,6/20/2023,Corrective,285.69,10,Center Epsilon,Healthy
CAR-1329,Crossover,2018,8,97626,Diesel,Central,Engine,17,Critical,Wear,12/13/2024,Emergency,1897.42,21,Center Beta,Needs Inspection
CAR-1153,Hatchback,2019,7,108560,Diesel,North,Cooling System,29,Critical,Overheating,2/22/2025,Corrective,413.86,14,Center Beta,Needs Inspection
CAR-1013,Hatchback,2019,7,74030,Petrol,West,Tyre,77,Healthy,No Failure,7/2/2025,Preventive,125.01,3,Center Beta,Healthy
CAR-1275,Premium Sedan,2021,5,65483,Petrol,South,Battery,76,Healthy,No Failure,2/26/2024,Preventive,148.4,2,Center Epsilon,Healthy
CAR-1141,Compact,2019,7,110921,Petrol,West,Suspension,39,Critical,Suspension Failure,5/12/2024,Corrective,660.58,17,Center Beta,Needs Inspection
CAR-1065,Premium Sedan,2024,2,18535,Electric,North,Battery,98,Healthy,No Failure,5/2/2024,Preventive,167.46,2,Center Beta,Healthy
CAR-1093,City,2018,8,138120,Hybrid,South,Tyre,57,Warning,Tyre Damage,5/17/2025,Corrective,207.71,17,Center Epsilon,Healthy
CAR-1400,Premium Sedan,2019,7,62164,Petrol,South,Battery,23,Critical,Battery Failure,3/5/2025,Emergency,436.01,39,Center Gamma,Under Maintenance
CAR-1283,Sedan,2018,8,130034,Hybrid,West,Cooling System,13,Critical,Overheating,7/27/2024,Emergency,842.34,48,Center Alpha,Under Maintenance
CAR-1141,Compact,2019,7,132649,Petrol,West,Brake,39,Critical,Brake Wear,5/11/2024,Corrective,333.54,12,Center Gamma,Needs Inspection
CAR-1449,Crossover,2020,6,99071,Diesel,Central,Engine,49,Warning,Mechanical Failure,12/24/2025,Corrective,1494.79,20,Center Delta,Healthy
CAR-1454,Compact,2019,7,95548,Petrol,North,Tyre,57,Warning,Tyre Damage,2/13/2023,Preventive,183,3,Center Epsilon,Healthy
CAR-1336,Sedan,2024,2,31859,Hybrid,South,Battery,100,Healthy,No Failure,11/2/2023,Preventive,209.73,3,Center Delta,Healthy
CAR-1005,Compact,2019,7,95028,Petrol,East,Headlight,24,Critical,Lighting Failure,4/25/2023,Emergency,241.17,29,Center Delta,Under Maintenance
CAR-1079,Compact,2019,7,88939,Petrol,West,Tyre,45,Warning,Tyre Damage,6/25/2024,Corrective,217.02,16,Center Delta,Healthy
CAR-1062,Sedan,2019,7,61943,Electric,Central,Battery,79,Healthy,No Failure,2/29/2024,Preventive,198.21,2,Center Epsilon,Healthy
CAR-1375,City,2023,3,35508,Electric,Central,Brake,79,Healthy,No Failure,10/5/2024,Preventive,299.17,3,Center Beta,Healthy
CAR-1414,Crossover,2024,2,19496,Diesel,South,Brake,74,Warning,Brake Wear,7/31/2025,Corrective,439.41,23,Center Beta,Healthy
CAR-1310,Sedan,2018,8,133738,Petrol,South,Brake,10,Critical,Brake Wear,9/16/2023,Emergency,605.82,58,Center Beta,Under Maintenance
CAR-1343,Hatchback,2022,4,36268,Hybrid,North,Engine,81,Healthy,No Failure,11/5/2023,Preventive,893.12,3,Center Delta,Healthy
CAR-1280,Premium Sedan,2023,3,52578,Hybrid,West,Cooling System,90,Healthy,No Failure,11/10/2025,Preventive,303.11,3,Center Gamma,Healthy
CAR-1407,Crossover,2021,5,51448,Diesel,Central,Tyre,65,Warning,Tyre Damage,1/27/2024,Corrective,205.93,9,Center Alpha,Healthy
CAR-1135,Hatchback,2022,4,69167,Electric,North,Brake,68,Warning,Brake Wear,3/14/2023,Preventive,219.37,1,Center Epsilon,Healthy
CAR-1177,City,2022,4,78354,Petrol,South,Headlight,28,Critical,Lighting Failure,1/29/2025,Emergency,204.47,33,Center Gamma,Under Maintenance
CAR-1459,Crossover,2019,7,96462,Diesel,South,Engine,31,Critical,Overheating,3/16/2024,Corrective,1142.87,13,Center Delta,Needs Inspection
CAR-1340,City,2022,4,79965,Petrol,South,Brake,42,Critical,Brake Wear,7/19/2024,Emergency,653.28,57,Center Beta,Under Maintenance
CAR-1165,Hatchback,2022,4,47372,Diesel,East,Cooling System,47,Warning,Overheating,12/11/2025,Preventive,322.91,2,Center Delta,Healthy
CAR-1189,Crossover,2021,5,64987,Petrol,North,Engine,41,Critical,Overheating,8/28/2025,Emergency,2318.42,58,Center Gamma,Under Maintenance
CAR-1236,Hatchback,2023,3,40792,Diesel,South,Brake,77,Healthy,No Failure,7/23/2025,Preventive,290.99,3,Center Alpha,Healthy
CAR-1481,Sedan,2024,2,43136,Diesel,Central,Battery,82,Healthy,No Failure,6/27/2023,Preventive,194.43,2,Center Gamma,Healthy
CAR-1362,Hatchback,2021,5,92051,Diesel,West,Suspension,61,Warning,Suspension Failure,2/22/2023,Preventive,431.44,3,Center Delta,Healthy
CAR-1095,Premium Sedan,2022,4,79185,Diesel,West,Headlight,52,Warning,Lighting Failure,10/27/2024,Preventive,96.7,3,Center Delta,Healthy
CAR-1450,Sedan,2020,6,95621,Petrol,North,Engine,61,Warning,Mechanical Failure,2/19/2025,Corrective,1552.9,15,Center Alpha,Healthy
CAR-1389,City,2023,3,52927,Petrol,South,Suspension,58,Warning,Suspension Failure,12/1/2025,Preventive,493.32,2,Center Gamma,Healthy
CAR-1144,Sedan,2023,3,29921,Diesel,East,Headlight,66,Warning,Lighting Failure,5/22/2023,Corrective,198.7,16,Center Delta,Healthy
CAR-1439,Crossover,2018,8,117856,Petrol,Central,Engine,20,Critical,Mechanical Failure,3/26/2025,Corrective,1461,19,Center Epsilon,Needs Inspection
